relationship_id,source_type,source_id,target_type,target_id,relationship_type,timestamp,metadata
R01862,transaction,T00848,account,A0143,INITIATED_BY,2024-03-14T14:54:15.417502,{}
R01863,transaction,T00848,merchant,M0021,PURCHASED_AT,2024-03-14T14:54:15.417502,{}
R01864,transaction,T00849,account,A0129,INITIATED_BY,2024-04-07T19:40:13.058572,{}
R01865,transaction,T00849,merchant,M0007,PURCHASED_AT,2024-04-07T19:40:13.058572,{}
R01866,transaction,T00850,account,A0138,INITIATED_BY,2024-01-08T13:32:41.260960,{}
R01867,transaction,T00850,merchant,M0014,PURCHASED_AT,2024-01-08T13:32:41.260960,{}
R01868,transaction,T00851,account,A0075,INITIATED_BY,2024-04-18T05:08:15.045068,{}
R01869,transaction,T00851,merchant,M0021,PURCHASED_AT,2024-04-18T05:08:15.045068,{}
R01870,transaction,T00852,account,A0055,INITIATED_BY,2024-01-30T05:11:32.746434,{}
R01871,transaction,T00852,merchant,M0019,PURCHASED_AT,2024-01-30T05:11:32.746434,{}
R01872,transaction,T00853,account,A0077,INITIATED_BY,2024-01-26T06:38:26.755696,{}
R01873,transaction,T00853,merchant,M0003,PURCHASED_AT,2024-01-26T06:38:26.755696,{}
R01874,transaction,T00854,account,A0111,INITIATED_BY,2024-03-03T00:24:27.192342,{}
R01875,transaction,T00854,merchant,M0007,PURCHASED_AT,2024-03-03T00:24:27.192342,{}
R01876,transaction,T00855,account,A0116,INITIATED_BY,2024-04-18T12:17:14.534530,{}
R01877,transaction,T00855,merchant,M0009,PURCHASED_AT,2024-04-18T12:17:14.534530,{}
R01878,transaction,T00856,account,A0035,INITIATED_BY,2024-01-01T18:35:20.586952,{}
R01879,transaction,T00856,merchant,M0021,PURCHASED_AT,2024-01-01T18:35:20.586952,{}
R01880,transaction,T00857,account,A0106,INITIATED_BY,2024-05-22T12:03:14.186152,{}
R01881,transaction,T00857,merchant,M0018,PURCHASED_AT,2024-05-22T12:03:14.186152,{}
R01882,transaction,T00858,account,A0114,INITIATED_BY,2024-03-11T00:02:47.380832,{}
R01883,transaction,T00858,merchant,M0022,PURCHASED_AT,2024-03-11T00:02:47.380832,{}
R01884,transaction,T00859,account,A0095,INITIATED_BY,2024-05-03T04:19:41.180117,{}
R01885,transaction,T00859,merchant,M0030,PURCHASED_AT,2024-05-03T04:19:41.180117,{}
R01886,transaction,T00860,account,A0078,INITIATED_BY,2024-03-30T09:06:17.529768,{}
R01887,transaction,T00860,merchant,M0026,PURCHASED_AT,2024-03-30T09:06:17.529768,{}
R01888,transaction,T00861,account,A0127,INITIATED_BY,2024-01-02T06:59:46.241657,{}
R01889,transaction,T00861,merchant,M0029,PURCHASED_AT,2024-01-02T06:59:46.241657,{}
R01890,transaction,T00862,account,A0072,INITIATED_BY,2024-02-05T01:44:16.788388,{}
R01891,transaction,T00862,merchant,M0019,PURCHASED_AT,2024-02-05T01:44:16.788388,{}
R01892,transaction,T00863,account,A0145,INITIATED_BY,2024-04-13T03:39:35.621050,{}
R01893,transaction,T00863,merchant,M0006,PURCHASED_AT,2024-04-13T03:39:35.621050,{}
R01894,transaction,T00864,account,A0071,INITIATED_BY,2024-06-08T20:11:41.317295,{}
R01895,transaction,T00864,merchant,M0007,PURCHASED_AT,2024-06-08T20:11:41.317295,{}
R01896,transaction,T00865,account,A0014,INITIATED_BY,2024-06-29T02:44:33.123608,{}
R01897,transaction,T00865,merchant,M0028,PURCHASED_AT,2024-06-29T02:44:33.123608,{}
R01898,transaction,T00866,account,A0133,INITIATED_BY,2024-01-08T20:48:37.968515,{}
R01899,transaction,T00866,merchant,M0015,PURCHASED_AT,2024-01-08T20:48:37.968515,{}
R01900,transaction,T00867,account,A0108,INITIATED_BY,2024-02-05T05:22:39.928839,{}
R01901,transaction,T00867,merchant,M0018,PURCHASED_AT,2024-02-05T05:22:39.928839,{}
R01902,transaction,T00868,account,A0007,INITIATED_BY,2024-06-22T08:34:39.237361,{}
R01903,transaction,T00868,merchant,M0024,PURCHASED_AT,2024-06-22T08:34:39.237361,{}
R01904,transaction,T00869,account,A0085,INITIATED_BY,2024-01-05T08:21:29.568918,{}
R01905,transaction,T00869,merchant,M0010,PURCHASED_AT,2024-01-05T08:21:29.568918,{}
R01906,transaction,T00870,account,A0064,INITIATED_BY,2024-05-30T16:27:21.868234,{}
R01907,transaction,T00870,merchant,M0004,PURCHASED_AT,2024-05-30T16:27:21.868234,{}
R01908,transaction,T00871,account,A0061,INITIATED_BY,2024-05-18T07:14:39.084338,{}
R01909,transaction,T00871,merchant,M0003,PURCHASED_AT,2024-05-18T07:14:39.084338,{}
R01910,transaction,T00872,account,A0022,INITIATED_BY,2024-06-10T02:31:25.505454,{}
R01911,transaction,T00872,merchant,M0002,PURCHASED_AT,2024-06-10T02:31:25.505454,{}
R01912,transaction,T00873,account,A0016,INITIATED_BY,2024-01-19T10:20:20.455295,{}
R01913,transaction,T00873,merchant,M0030,PURCHASED_AT,2024-01-19T10:20:20.455295,{}
R01914,transaction,T00874,account,A0076,INITIATED_BY,2024-05-16T02:31:43.773214,{}
R01915,transaction,T00874,merchant,M0028,PURCHASED_AT,2024-05-16T02:31:43.773214,{}
R01916,transaction,T00875,account,A0003,INITIATED_BY,2024-06-08T06:27:05.038385,{}
R01917,transaction,T00875,merchant,M0015,PURCHASED_AT,2024-06-08T06:27:05.038385,{}
R01918,transaction,T00876,account,A0007,INITIATED_BY,2024-01-20T13:10:50.255176,{}
R01919,transaction,T00876,merchant,M0015,PURCHASED_AT,2024-01-20T13:10:50.255176,{}
R01920,transaction,T00877,account,A0018,INITIATED_BY,2024-04-13T18:02:00.617525,{}
R01921,transaction,T00877,merchant,M0019,PURCHASED_AT,2024-04-13T18:02:00.617525,{}
R01922,transaction,T00878,account,A0108,INITIATED_BY,2024-02-14T00:15:15.709968,{}
R01923,transaction,T00878,merchant,M0016,PURCHASED_AT,2024-02-14T00:15:15.709968,{}
R01924,transaction,T00879,account,A0080,INITIATED_BY,2024-05-16T12:59:56.654160,{}
R01925,transaction,T00879,merchant,M0019,PURCHASED_AT,2024-05-16T12:59:56.654160,{}
R01926,transaction,T00880,account,A0139,INITIATED_BY,2024-04-19T04:51:47.891721,{}
R01927,transaction,T00880,merchant,M0025,PURCHASED_AT,2024-04-19T04:51:47.891721,{}
R01928,transaction,T00881,account,A0003,INITIATED_BY,2024-01-11T08:59:16.277182,{}
R01929,transaction,T00881,merchant,M0017,PURCHASED_AT,2024-01-11T08:59:16.277182,{}
R01930,transaction,T00882,account,A0144,INITIATED_BY,2024-06-25T17:57:46.058593,{}
R01931,transaction,T00882,merchant,M0028,PURCHASED_AT,2024-06-25T17:57:46.058593,{}
R01932,transaction,T00883,account,A0088,INITIATED_BY,2024-06-26T17:28:28.643918,{}
R01933,transaction,T00883,merchant,M0007,PURCHASED_AT,2024-06-26T17:28:28.643918,{}
R01934,transaction,T00884,account,A0149,INITIATED_BY,2024-03-23T05:29:17.866085,{}
R01935,transaction,T00884,merchant,M0019,PURCHASED_AT,2024-03-23T05:29:17.866085,{}
R01936,transaction,T00885,account,A0001,INITIATED_BY,2024-04-22T22:18:30.802903,{}
R01937,transaction,T00885,merchant,M0021,PURCHASED_AT,2024-04-22T22:18:30.802903,{}
R01938,transaction,T00886,account,A0085,INITIATED_BY,2024-02-03T08:21:29.379837,{}
R01939,transaction,T00886,merchant,M0026,PURCHASED_AT,2024-02-03T08:21:29.379837,{}
R01940,transaction,T00887,account,A0019,INITIATED_BY,2024-04-16T00:13:18.079405,{}
R01941,transaction,T00887,merchant,M0012,PURCHASED_AT,2024-04-16T00:13:18.079405,{}
R01942,transaction,T00888,account,A0008,INITIATED_BY,2024-06-09T06:06:01.458621,{}
R01943,transaction,T00888,merchant,M0007,PURCHASED_AT,2024-06-09T06:06:01.458621,{}
R01944,transaction,T00889,account,A0142,INITIATED_BY,2024-01-21T02:02:57.758734,{}
R01945,transaction,T00889,merchant,M0008,PURCHASED_AT,2024-01-21T02:02:57.758734,{}
R01946,transaction,T00890,account,A0062,INITIATED_BY,2024-06-19T08:24:23.999917,{}
R01947,transaction,T00890,merchant,M0012,PURCHASED_AT,2024-06-19T08:24:23.999917,{}
R01948,transaction,T00891,account,A0017,INITIATED_BY,2024-03-09T10:52:52.966798,{}
R01949,transaction,T00891,merchant,M0004,PURCHASED_AT,2024-03-09T10:52:52.966798,{}
R01950,transaction,T00892,account,A0110,INITIATED_BY,2024-04-06T22:04:28.121282,{}
R01951,transaction,T00892,merchant,M0021,PURCHASED_AT,2024-04-06T22:04:28.121282,{}
R01952,transaction,T00893,account,A0014,INITIATED_BY,2024-01-15T17:38:06.204688,{}
R01953,transaction,T00893,merchant,M0021,PURCHASED_AT,2024-01-15T17:38:06.204688,{}
R01954,transaction,T00894,account,A0017,INITIATED_BY,2024-04-26T18:11:27.150378,{}
R01955,transaction,T00894,merchant,M0006,PURCHASED_AT,2024-04-26T18:11:27.150378,{}
R01956,transaction,T00895,account,A0133,INITIATED_BY,2024-04-05T02:39:58.734953,{}
R01957,transaction,T00895,merchant,M0015,PURCHASED_AT,2024-04-05T02:39:58.734953,{}
R01958,transaction,T00896,account,A0127,INITIATED_BY,2024-06-15T17:37:43.002128,{}
R01959,transaction,T00896,merchant,M0016,PURCHASED_AT,2024-06-15T17:37:43.002128,{}
R01960,transaction,T00897,account,A0054,INITIATED_BY,2024-02-12T10:10:00.001139,{}
R01961,transaction,T00897,merchant,M0008,PURCHASED_AT,2024-02-12T10:10:00.001139,{}
R01962,transaction,T00898,account,A0097,INITIATED_BY,2024-05-16T01:02:57.244583,{}
R01963,transaction,T00898,merchant,M0019,PURCHASED_AT,2024-05-16T01:02:57.244583,{}
R01964,transaction,T00899,account,A0091,INITIATED_BY,2024-04-22T10:10:14.020440,{}
R01965,transaction,T00899,merchant,M0008,PURCHASED_AT,2024-04-22T10:10:14.020440,{}
R01966,transaction,T00900,account,A0111,INITIATED_BY,2024-02-19T09:59:47.611977,{}
R01967,transaction,T00900,merchant,M0014,PURCHASED_AT,2024-02-19T09:59:47.611977,{}
R01968,transaction,T00901,account,A0060,INITIATED_BY,2024-01-15T22:01:33.642767,{}
R01969,transaction,T00901,merchant,M0009,PURCHASED_AT,2024-01-15T22:01:33.642767,{}
R01970,transaction,T00902,account,A0021,INITIATED_BY,2024-01-22T11:08:44.731652,{}
R01971,transaction,T00902,merchant,M0026,PURCHASED_AT,2024-01-22T11:08:44.731652,{}
R01972,transaction,T00903,account,A0052,INITIATED_BY,2024-02-24T18:59:47.369081,{}
R01973,transaction,T00903,merchant,M0011,PURCHASED_AT,2024-02-24T18:59:47.369081,{}
R01974,transaction,T00904,account,A0036,INITIATED_BY,2024-06-14T03:23:22.959208,{}
R01975,transaction,T00904,merchant,M0028,PURCHASED_AT,2024-06-14T03:23:22.959208,{}
R01976,transaction,T00905,account,A0073,INITIATED_BY,2024-02-07T23:41:49.527459,{}
R01977,transaction,T00905,merchant,M0027,PURCHASED_AT,2024-02-07T23:41:49.527459,{}
R01978,transaction,T00906,account,A0142,INITIATED_BY,2024-03-02T15:49:30.652702,{}
R01979,transaction,T00906,merchant,M0025,PURCHASED_AT,2024-03-02T15:49:30.652702,{}
R01980,transaction,T00907,account,A0049,INITIATED_BY,2024-02-07T22:26:10.209189,{}
R01981,transaction,T00907,merchant,M0014,PURCHASED_AT,2024-02-07T22:26:10.209189,{}
R01982,transaction,T00908,account,A0008,INITIATED_BY,2024-03-31T11:07:55.623904,{}
R01983,transaction,T00908,merchant,M0012,PURCHASED_AT,2024-03-31T11:07:55.623904,{}
R01984,transaction,T00909,account,A0108,INITIATED_BY,2024-05-20T22:25:37.018837,{}
R01985,transaction,T00909,merchant,M0014,PURCHASED_AT,2024-05-20T22:25:37.018837,{}
R01986,transaction,T00910,account,A0006,INITIATED_BY,2024-04-19T03:26:38.768485,{}
R01987,transaction,T00910,merchant,M0019,PURCHASED_AT,2024-04-19T03:26:38.768485,{}
R01988,transaction,T00911,account,A0101,INITIATED_BY,2024-04-06T17:49:37.498090,{}
R01989,transaction,T00911,merchant,M0013,PURCHASED_AT,2024-04-06T17:49:37.498090,{}
R01990,transaction,T00912,account,A0085,INITIATED_BY,2024-05-02T03:42:09.995419,{}
R01991,transaction,T00912,merchant,M0019,PURCHASED_AT,2024-05-02T03:42:09.995419,{}
R01992,transaction,T00913,account,A0126,INITIATED_BY,2024-02-12T04:19:23.759437,{}
R01993,transaction,T00913,merchant,M0001,PURCHASED_AT,2024-02-12T04:19:23.759437,{}
R01994,transaction,T00914,account,A0015,INITIATED_BY,2024-06-04T14:34:07.381216,{}
R01995,transaction,T00914,merchant,M0012,PURCHASED_AT,2024-06-04T14:34:07.381216,{}
R01996,transaction,T00915,account,A0029,INITIATED_BY,2024-01-13T10:42:23.154550,{}
R01997,transaction,T00915,merchant,M0005,PURCHASED_AT,2024-01-13T10:42:23.154550,{}
R01998,transaction,T00916,account,A0053,INITIATED_BY,2024-03-26T22:26:39.931716,{}
R01999,transaction,T00916,merchant,M0010,PURCHASED_AT,2024-03-26T22:26:39.931716,{}
R02000,transaction,T00917,account,A0080,INITIATED_BY,2024-03-24T01:42:24.350245,{}
R02001,transaction,T00917,merchant,M0019,PURCHASED_AT,2024-03-24T01:42:24.350245,{}
R02002,transaction,T00918,account,A0037,INITIATED_BY,2024-05-26T04:03:57.514765,{}
R02003,transaction,T00918,merchant,M0015,PURCHASED_AT,2024-05-26T04:03:57.514765,{}
R02004,transaction,T00919,account,A0146,INITIATED_BY,2024-01-08T01:47:03.582748,{}
R02005,transaction,T00919,merchant,M0029,PURCHASED_AT,2024-01-08T01:47:03.582748,{}
R02006,transaction,T00920,account,A0117,INITIATED_BY,2024-02-23T20:07:02.178918,{}
R02007,transaction,T00920,merchant,M0012,PURCHASED_AT,2024-02-23T20:07:02.178918,{}
R02008,transaction,T00921,account,A0045,INITIATED_BY,2024-06-13T20:39:32.279952,{}
R02009,transaction,T00921,merchant,M0014,PURCHASED_AT,2024-06-13T20:39:32.279952,{}
R02010,transaction,T00922,account,A0025,INITIATED_BY,2024-06-09T06:47:37.167729,{}
R02011,transaction,T00922,merchant,M0013,PURCHASED_AT,2024-06-09T06:47:37.167729,{}
R02012,transaction,T00923,account,A0138,INITIATED_BY,2024-05-11T12:04:48.020811,{}
R02013,transaction,T00923,merchant,M0010,PURCHASED_AT,2024-05-11T12:04:48.020811,{}
R02014,transaction,T00924,account,A0106,INITIATED_BY,2024-03-22T14:51:57.282738,{}
R02015,transaction,T00924,merchant,M0025,PURCHASED_AT,2024-03-22T14:51:57.282738,{}
R02016,transaction,T00925,account,A0012,INITIATED_BY,2024-03-03T04:50:56.813633,{}
R02017,transaction,T00925,merchant,M0015,PURCHASED_AT,2024-03-03T04:50:56.813633,{}
R02018,transaction,T00926,account,A0102,INITIATED_BY,2024-05-15T12:14:55.193714,{}
R02019,transaction,T00926,merchant,M0002,PURCHASED_AT,2024-05-15T12:14:55.193714,{}
R02020,transaction,T00927,account,A0022,INITIATED_BY,2024-03-20T05:28:17.568403,{}
R02021,transaction,T00927,merchant,M0018,PURCHASED_AT,2024-03-20T05:28:17.568403,{}
R02022,transaction,T00928,account,A0042,INITIATED_BY,2024-02-02T01:54:56.906459,{}
R02023,transaction,T00928,merchant,M0006,PURCHASED_AT,2024-02-02T01:54:56.906459,{}
R02024,transaction,T00929,account,A0101,INITIATED_BY,2024-03-05T19:31:47.579031,{}
R02025,transaction,T00929,merchant,M0006,PURCHASED_AT,2024-03-05T19:31:47.579031,{}
R02026,transaction,T00930,account,A0137,INITIATED_BY,2024-04-24T21:31:46.373974,{}
R02027,transaction,T00930,merchant,M0007,PURCHASED_AT,2024-04-24T21:31:46.373974,{}
R02028,transaction,T00931,account,A0027,INITIATED_BY,2024-04-18T06:36:14.551291,{}
R02029,transaction,T00931,merchant,M0013,PURCHASED_AT,2024-04-18T06:36:14.551291,{}
R02030,transaction,T00932,account,A0052,INITIATED_BY,2024-01-12T10:25:00.954459,{}
R02031,transaction,T00932,merchant,M0030,PURCHASED_AT,2024-01-12T10:25:00.954459,{}
R02032,transaction,T00933,account,A0043,INITIATED_BY,2024-01-20T11:46:42.785014,{}
R02033,transaction,T00933,merchant,M0024,PURCHASED_AT,2024-01-20T11:46:42.785014,{}
R02034,transaction,T00934,account,A0049,INITIATED_BY,2024-06-18T22:40:57.008673,{}
R02035,transaction,T00934,merchant,M0020,PURCHASED_AT,2024-06-18T22:40:57.008673,{}
R02036,transaction,T00935,account,A0028,INITIATED_BY,2024-04-29T02:11:08.287738,{}
R02037,transaction,T00935,merchant,M0012,PURCHASED_AT,2024-04-29T02:11:08.287738,{}
R02038,transaction,T00936,account,A0095,INITIATED_BY,2024-02-24T13:51:53.194036,{}
R02039,transaction,T00936,merchant,M0002,PURCHASED_AT,2024-02-24T13:51:53.194036,{}
R02040,transaction,T00937,account,A0027,INITIATED_BY,2024-06-22T14:02:48.320942,{}
R02041,transaction,T00937,merchant,M0023,PURCHASED_AT,2024-06-22T14:02:48.320942,{}
R02042,transaction,T00938,account,A0100,INITIATED_BY,2024-05-17T20:53:43.919963,{}
R02043,transaction,T00938,merchant,M0022,PURCHASED_AT,2024-05-17T20:53:43.919963,{}
R02044,transaction,T00939,account,A0124,INITIATED_BY,2024-04-15T21:24:01.282388,{}
R02045,transaction,T00939,merchant,M0003,PURCHASED_AT,2024-04-15T21:24:01.282388,{}
R02046,transaction,T00940,account,A0060,INITIATED_BY,2024-06-11T07:36:35.381290,{}
R02047,transaction,T00940,merchant,M0017,PURCHASED_AT,2024-06-11T07:36:35.381290,{}
R02048,transaction,T00941,account,A0110,INITIATED_BY,2024-01-25T21:32:27.662122,{}
R02049,transaction,T00941,merchant,M0025,PURCHASED_AT,2024-01-25T21:32:27.662122,{}
R02050,transaction,T00942,account,A0039,INITIATED_BY,2024-06-20T04:53:15.016253,{}
R02051,transaction,T00942,merchant,M0013,PURCHASED_AT,2024-06-20T04:53:15.016253,{}
R02052,transaction,T00943,account,A0082,INITIATED_BY,2024-05-27T02:24:52.518990,{}
R02053,transaction,T00943,merchant,M0021,PURCHASED_AT,2024-05-27T02:24:52.518990,{}
R02054,transaction,T00944,account,A0085,INITIATED_BY,2024-06-13T02:24:34.771278,{}
R02055,transaction,T00944,merchant,M0011,PURCHASED_AT,2024-06-13T02:24:34.771278,{}
R02056,transaction,T00945,account,A0057,INITIATED_BY,2024-02-03T05:19:17.533307,{}
R02057,transaction,T00945,merchant,M0020,PURCHASED_AT,2024-02-03T05:19:17.533307,{}
R02058,transaction,T00946,account,A0126,INITIATED_BY,2024-04-09T08:11:30.494446,{}
R02059,transaction,T00946,merchant,M0003,PURCHASED_AT,2024-04-09T08:11:30.494446,{}
R02060,transaction,T00947,account,A0021,INITIATED_BY,2024-05-10T14:57:03.018464,{}
R02061,transaction,T00947,merchant,M0014,PURCHASED_AT,2024-05-10T14:57:03.018464,{}
R02062,transaction,T00948,account,A0064,INITIATED_BY,2024-04-25T01:03:46.029831,{}
R02063,transaction,T00948,merchant,M0010,PURCHASED_AT,2024-04-25T01:03:46.029831,{}
R02064,transaction,T00949,account,A0124,INITIATED_BY,2024-03-09T08:48:17.176287,{}
R02065,transaction,T00949,merchant,M0003,PURCHASED_AT,2024-03-09T08:48:17.176287,{}
R02066,transaction,T00950,account,A0130,INITIATED_BY,2024-05-28T08:21:32.189145,{}
R02067,transaction,T00950,merchant,M0020,PURCHASED_AT,2024-05-28T08:21:32.189145,{}
R02068,transaction,T00951,account,A0098,INITIATED_BY,2024-01-28T15:45:27.329607,{}
R02069,transaction,T00951,merchant,M0014,PURCHASED_AT,2024-01-28T15:45:27.329607,{}
R02070,transaction,T00952,account,A0119,INITIATED_BY,2024-04-19T16:34:26.937539,{}
R02071,transaction,T00952,merchant,M0010,PURCHASED_AT,2024-04-19T16:34:26.937539,{}
R02072,transaction,T00953,account,A0121,INITIATED_BY,2024-01-03T07:45:07.483123,{}
R02073,transaction,T00953,merchant,M0007,PURCHASED_AT,2024-01-03T07:45:07.483123,{}
R02074,transaction,T00954,account,A0096,INITIATED_BY,2024-03-12T10:21:29.854569,{}
R02075,transaction,T00954,merchant,M0016,PURCHASED_AT,2024-03-12T10:21:29.854569,{}
R02076,transaction,T00955,account,A0079,INITIATED_BY,2024-05-08T08:27:14.593603,{}
R02077,transaction,T00955,merchant,M0021,PURCHASED_AT,2024-05-08T08:27:14.593603,{}
R02078,transaction,T00956,account,A0099,INITIATED_BY,2024-03-27T11:14:23.369981,{}
R02079,transaction,T00956,merchant,M0030,PURCHASED_AT,2024-03-27T11:14:23.369981,{}
R02080,transaction,T00957,account,A0008,INITIATED_BY,2024-04-19T14:00:44.643185,{}
R02081,transaction,T00957,merchant,M0023,PURCHASED_AT,2024-04-19T14:00:44.643185,{}
R02082,transaction,T00958,account,A0149,INITIATED_BY,2024-06-14T22:56:20.809815,{}
R02083,transaction,T00958,merchant,M0022,PURCHASED_AT,2024-06-14T22:56:20.809815,{}
R02084,transaction,T00959,account,A0021,INITIATED_BY,2024-05-05T05:20:20.596741,{}
R02085,transaction,T00959,merchant,M0017,PURCHASED_AT,2024-05-05T05:20:20.596741,{}
R02086,transaction,T00960,account,A0098,INITIATED_BY,2024-06-07T15:05:01.112703,{}
R02087,transaction,T00960,merchant,M0019,PURCHASED_AT,2024-06-07T15:05:01.112703,{}
R02088,transaction,T00961,account,A0009,INITIATED_BY,2024-05-27T09:00:23.494111,"{""ring_id"": ""RING-1""}"
R02089,transaction,T00961,merchant,M0019,PURCHASED_AT,2024-05-27T09:00:23.494111,"{""ring_id"": ""RING-1""}"
R02090,transaction,T00962,account,A0009,INITIATED_BY,2024-05-06T12:29:42.284610,"{""ring_id"": ""RING-1""}"
R02091,transaction,T00962,merchant,M0021,PURCHASED_AT,2024-05-06T12:29:42.284610,"{""ring_id"": ""RING-1""}"
R02092,transaction,T00963,account,A0009,INITIATED_BY,2024-01-18T12:48:22.149709,"{""ring_id"": ""RING-1""}"
R02093,transaction,T00963,merchant,M0005,PURCHASED_AT,2024-01-18T12:48:22.149709,"{""ring_id"": ""RING-1""}"
R02094,transaction,T00964,account,A0009,INITIATED_BY,2024-05-12T16:20:07.701947,"{""ring_id"": ""RING-1""}"
R02095,transaction,T00964,merchant,M0018,PURCHASED_AT,2024-05-12T16:20:07.701947,"{""ring_id"": ""RING-1""}"
R02096,transaction,T00965,account,A0009,INITIATED_BY,2024-02-05T20:12:04.239168,"{""ring_id"": ""RING-1""}"
R02097,transaction,T00965,merchant,M0016,PURCHASED_AT,2024-02-05T20:12:04.239168,"{""ring_id"": ""RING-1""}"
R02098,transaction,T00966,account,A0009,INITIATED_BY,2024-02-03T14:24:41.952906,"{""ring_id"": ""RING-1""}"
R02099,transaction,T00966,merchant,M0017,PURCHASED_AT,2024-02-03T14:24:41.952906,"{""ring_id"": ""RING-1""}"
R02100,transaction,T00967,account,A0009,INITIATED_BY,2024-02-16T22:37:29.010746,"{""ring_id"": ""RING-1""}"
R02101,transaction,T00967,merchant,M0017,PURCHASED_AT,2024-02-16T22:37:29.010746,"{""ring_id"": ""RING-1""}"
R02102,transaction,T00968,account,A0009,INITIATED_BY,2024-01-20T18:20:42.085831,"{""ring_id"": ""RING-1""}"
R02103,transaction,T00968,merchant,M0027,PURCHASED_AT,2024-01-20T18:20:42.085831,"{""ring_id"": ""RING-1""}"
R02104,transaction,T00969,account,A0009,INITIATED_BY,2024-01-23T13:37:00.407356,"{""ring_id"": ""RING-1""}"
R02105,transaction,T00969,merchant,M0021,PURCHASED_AT,2024-01-23T13:37:00.407356,"{""ring_id"": ""RING-1""}"
R02106,transaction,T00970,account,A0009,INITIATED_BY,2024-03-28T19:41:03.367009,"{""ring_id"": ""RING-1""}"
R02107,transaction,T00970,merchant,M0022,PURCHASED_AT,2024-03-28T19:41:03.367009,"{""ring_id"": ""RING-1""}"
R02108,transaction,T00971,account,A0009,INITIATED_BY,2024-04-30T10:09:35.917111,"{""ring_id"": ""RING-1""}"
R02109,transaction,T00971,merchant,M0005,PURCHASED_AT,2024-04-30T10:09:35.917111,"{""ring_id"": ""RING-1""}"
R02110,transaction,T00972,account,A0009,INITIATED_BY,2024-05-23T07:31:14.574411,"{""ring_id"": ""RING-1""}"
R02111,transaction,T00972,merchant,M0023,PURCHASED_AT,2024-05-23T07:31:14.574411,"{""ring_id"": ""RING-1""}"
R02112,transaction,T00973,account,A0009,INITIATED_BY,2024-05-17T00:01:26.958291,"{""ring_id"": ""RING-1""}"
R02113,transaction,T00973,merchant,M0022,PURCHASED_AT,2024-05-17T00:01:26.958291,"{""ring_id"": ""RING-1""}"
R02114,transaction,T00974,account,A0009,INITIATED_BY,2024-06-29T21:35:22.803247,"{""ring_id"": ""RING-1""}"
R02115,transaction,T00974,merchant,M0019,PURCHASED_AT,2024-06-29T21:35:22.803247,"{""ring_id"": ""RING-1""}"
R02116,transaction,T00975,account,A0027,INITIATED_BY,2024-06-07T00:38:54.117149,"{""ring_id"": ""RING-1""}"
R02117,transaction,T00975,merchant,M0019,PURCHASED_AT,2024-06-07T00:38:54.117149,"{""ring_id"": ""RING-1""}"
R02118,transaction,T00976,account,A0027,INITIATED_BY,2024-05-11T06:21:23.376639,"{""ring_id"": ""RING-1""}"
R02119,transaction,T00976,merchant,M0021,PURCHASED_AT,2024-05-11T06:21:23.376639,"{""ring_id"": ""RING-1""}"
R02120,transaction,T00977,account,A0027,INITIATED_BY,2024-06-06T06:57:32.197437,"{""ring_id"": ""RING-1""}"
R02121,transaction,T00977,merchant,M0013,PURCHASED_AT,2024-06-06T06:57:32.197437,"{""ring_id"": ""RING-1""}"
R02122,transaction,T00978,account,A0027,INITIATED_BY,2024-05-04T04:47:13.869432,"{""ring_id"": ""RING-1""}"
R02123,transaction,T00978,merchant,M0027,PURCHASED_AT,2024-05-04T04:47:13.869432,"{""ring_id"": ""RING-1""}"
R02124,transaction,T00979,account,A0027,INITIATED_BY,2024-06-27T11:58:19.291307,"{""ring_id"": ""RING-1""}"
R02125,transaction,T00979,merchant,M0005,PURCHASED_AT,2024-06-27T11:58:19.291307,"{""ring_id"": ""RING-1""}"
R02126,transaction,T00980,account,A0027,INITIATED_BY,2024-06-07T02:11:57.956510,"{""ring_id"": ""RING-1""}"
R02127,transaction,T00980,merchant,M0019,PURCHASED_AT,2024-06-07T02:11:57.956510,"{""ring_id"": ""RING-1""}"
R02128,transaction,T00981,account,A0027,INITIATED_BY,2024-04-19T19:46:42.754377,"{""ring_id"": ""RING-1""}"
R02129,transaction,T00981,merchant,M0017,PURCHASED_AT,2024-04-19T19:46:42.754377,"{""ring_id"": ""RING-1""}"
R02130,transaction,T00982,account,A0027,INITIATED_BY,2024-06-27T14:58:10.694721,"{""ring_id"": ""RING-1""}"
R02131,transaction,T00982,merchant,M0022,PURCHASED_AT,2024-06-27T14:58:10.694721,"{""ring_id"": ""RING-1""}"
R02132,transaction,T00983,account,A0027,INITIATED_BY,2024-04-19T21:33:46.900490,"{""ring_id"": ""RING-1""}"
R02133,transaction,T00983,merchant,M0018,PURCHASED_AT,2024-04-19T21:33:46.900490,"{""ring_id"": ""RING-1""}"
R02134,transaction,T00984,account,A0027,INITIATED_BY,2024-02-24T13:03:25.332749,"{""ring_id"": ""RING-1""}"
R02135,transaction,T00984,merchant,M0013,PURCHASED_AT,2024-02-24T13:03:25.332749,"{""ring_id"": ""RING-1""}"
R02136,transaction,T00985,account,A0027,INITIATED_BY,2024-06-21T20:44:33.027237,"{""ring_id"": ""RING-1""}"
R02137,transaction,T00985,merchant,M0022,PURCHASED_AT,2024-06-21T20:44:33.027237,"{""ring_id"": ""RING-1""}"
