~id,~from,~to,~label,timestamp
R01632,T00733,A0024,INITIATED_BY,2024-06-20T21:23:09.706111
R01633,T00733,M0013,PURCHASED_AT,2024-06-20T21:23:09.706111
R01634,T00734,A0024,INITIATED_BY,2024-02-26T17:27:16.093598
R01635,T00734,M0008,PURCHASED_AT,2024-02-26T17:27:16.093598
R01636,T00735,A0061,INITIATED_BY,2024-02-01T16:52:12.308205
R01637,T00735,M0030,PURCHASED_AT,2024-02-01T16:52:12.308205
R01638,T00736,A0066,INITIATED_BY,2024-03-08T19:43:06.430741
R01639,T00736,M0028,PURCHASED_AT,2024-03-08T19:43:06.430741
R01640,T00737,A0109,INITIATED_BY,2024-05-28T16:00:40.142656
R01641,T00737,M0016,PURCHASED_AT,2024-05-28T16:00:40.142656
R01642,T00738,A0009,INITIATED_BY,2024-01-10T21:29:47.972125
R01643,T00738,M0027,PURCHASED_AT,2024-01-10T21:29:47.972125
R01644,T00739,A0099,INITIATED_BY,2024-06-12T11:18:51.972038
R01645,T00739,M0010,PURCHASED_AT,2024-06-12T11:18:51.972038
R01646,T00740,A0061,INITIATED_BY,2024-06-22T21:29:21.016642
R01647,T00740,M0028,PURCHASED_AT,2024-06-22T21:29:21.016642
R01648,T00741,A0061,INITIATED_BY,2024-06-08T04:24:20.603582
R01649,T00741,M0010,PURCHASED_AT,2024-06-08T04:24:20.603582
R01650,T00742,A0071,INITIATED_BY,2024-06-16T16:42:14.122271
R01651,T00742,M0028,PURCHASED_AT,2024-06-16T16:42:14.122271
R01652,T00743,A0026,INITIATED_BY,2024-01-13T00:17:57.351106
R01653,T00743,M0027,PURCHASED_AT,2024-01-13T00:17:57.351106
R01654,T00744,A0141,INITIATED_BY,2024-05-17T22:01:16.802864
R01655,T00744,M0024,PURCHASED_AT,2024-05-17T22:01:16.802864
R01656,T00745,A0035,INITIATED_BY,2024-02-26T18:48:27.038569
R01657,T00745,M0001,PURCHASED_AT,2024-02-26T18:48:27.038569
R01658,T00746,A0064,INITIATED_BY,2024-04-27T12:02:25.378818
R01659,T00746,M0017,PURCHASED_AT,2024-04-27T12:02:25.378818
R01660,T00747,A0106,INITIATED_BY,2024-06-07T02:30:33.786006
R01661,T00747,M0026,PURCHASED_AT,2024-06-07T02:30:33.786006
R01662,T00748,A0084,INITIATED_BY,2024-03-07T12:51:09.008610
R01663,T00748,M0026,PURCHASED_AT,2024-03-07T12:51:09.008610
R01664,T00749,A0147,INITIATED_BY,2024-02-11T09:30:15.392536
R01665,T00749,M0008,PURCHASED_AT,2024-02-11T09:30:15.392536
R01666,T00750,A0051,INITIATED_BY,2024-03-13T14:05:44.353919
R01667,T00750,M0009,PURCHASED_AT,2024-03-13T14:05:44.353919
R01668,T00751,A0039,INITIATED_BY,2024-04-05T04:14:20.292855
R01669,T00751,M0003,PURCHASED_AT,2024-04-05T04:14:20.292855
R01670,T00752,A0127,INITIATED_BY,2024-06-20T05:39:04.706232
R01671,T00752,M0004,PURCHASED_AT,2024-06-20T05:39:04.706232
R01672,T00753,A0127,INITIATED_BY,2024-03-16T17:13:47.371561
R01673,T00753,M0013,PURCHASED_AT,2024-03-16T17:13:47.371561
R01674,T00754,A0008,INITIATED_BY,2024-04-15T12:07:51.484614
R01675,T00754,M0010,PURCHASED_AT,2024-04-15T12:07:51.484614
R01676,T00755,A0121,INITIATED_BY,2024-03-10T09:54:15.328136
R01677,T00755,M0005,PURCHASED_AT,2024-03-10T09:54:15.328136
R01678,T00756,A0066,INITIATED_BY,2024-06-13T09:20:09.881913
R01679,T00756,M0003,PURCHASED_AT,2024-06-13T09:20:09.881913
R01680,T00757,A0012,INITIATED_BY,2024-02-24T18:05:31.030468
R01681,T00757,M0001,PURCHASED_AT,2024-02-24T18:05:31.030468
R01682,T00758,A0034,INITIATED_BY,2024-02-17T02:42:24.973091
R01683,T00758,M0029,PURCHASED_AT,2024-02-17T02:42:24.973091
R01684,T00759,A0087,INITIATED_BY,2024-05-08T13:21:00.778789
R01685,T00759,M0029,PURCHASED_AT,2024-05-08T13:21:00.778789
R01686,T00760,A0030,INITIATED_BY,2024-02-17T17:45:52.176844
R01687,T00760,M0011,PURCHASED_AT,2024-02-17T17:45:52.176844
R01688,T00761,A0043,INITIATED_BY,2024-06-20T23:01:12.833377
R01689,T00761,M0011,PURCHASED_AT,2024-06-20T23:01:12.833377
R01690,T00762,A0113,INITIATED_BY,2024-01-30T14:28:57.836553
R01691,T00762,M0002,PURCHASED_AT,2024-01-30T14:28:57.836553
R01692,T00763,A0127,INITIATED_BY,2024-01-21T08:39:37.437392
R01693,T00763,M0002,PURCHASED_AT,2024-01-21T08:39:37.437392
R01694,T00764,A0024,INITIATED_BY,2024-01-31T11:04:24.553188
R01695,T00764,M0007,PURCHASED_AT,2024-01-31T11:04:24.553188
R01696,T00765,A0145,INITIATED_BY,2024-06-29T15:19:54.440588
R01697,T00765,M0029,PURCHASED_AT,2024-06-29T15:19:54.440588
R01698,T00766,A0147,INITIATED_BY,2024-05-19T01:17:34.392559
R01699,T00766,M0006,PURCHASED_AT,2024-05-19T01:17:34.392559
R01700,T00767,A0007,INITIATED_BY,2024-03-12T08:16:25.043587
R01701,T00767,M0010,PURCHASED_AT,2024-03-12T08:16:25.043587
R01702,T00768,A0028,INITIATED_BY,2024-03-24T07:15:10.569206
R01703,T00768,M0027,PURCHASED_AT,2024-03-24T07:15:10.569206
R01704,T00769,A0069,INITIATED_BY,2024-01-08T22:28:16.917408
R01705,T00769,M0020,PURCHASED_AT,2024-01-08T22:28:16.917408
R01706,T00770,A0084,INITIATED_BY,2024-06-05T06:04:59.871276
R01707,T00770,M0024,PURCHASED_AT,2024-06-05T06:04:59.871276
R01708,T00771,A0015,INITIATED_BY,2024-02-02T05:16:44.106910
R01709,T00771,M0024,PURCHASED_AT,2024-02-02T05:16:44.106910
R01710,T00772,A0054,INITIATED_BY,2024-04-27T03:17:52.069639
R01711,T00772,M0006,PURCHASED_AT,2024-04-27T03:17:52.069639
R01712,T00773,A0126,INITIATED_BY,2024-02-26T03:04:48.282694
R01713,T00773,M0026,PURCHASED_AT,2024-02-26T03:04:48.282694
R01714,T00774,A0025,INITIATED_BY,2024-03-21T15:00:06.661487
R01715,T00774,M0027,PURCHASED_AT,2024-03-21T15:00:06.661487
R01716,T00775,A0145,INITIATED_BY,2024-05-26T18:57:34.193391
R01717,T00775,M0020,PURCHASED_AT,2024-05-26T18:57:34.193391
R01718,T00776,A0110,INITIATED_BY,2024-03-24T21:33:07.414807
R01719,T00776,M0003,PURCHASED_AT,2024-03-24T21:33:07.414807
R01720,T00777,A0040,INITIATED_BY,2024-04-04T23:12:01.055373
R01721,T00777,M0030,PURCHASED_AT,2024-04-04T23:12:01.055373
R01722,T00778,A0021,INITIATED_BY,2024-06-27T03:18:17.986806
R01723,T00778,M0030,PURCHASED_AT,2024-06-27T03:18:17.986806
R01724,T00779,A0134,INITIATED_BY,2024-01-14T20:27:26.156665
R01725,T00779,M0014,PURCHASED_AT,2024-01-14T20:27:26.156665
R01726,T00780,A0131,INITIATED_BY,2024-05-10T09:01:35.893840
R01727,T00780,M0014,PURCHASED_AT,2024-05-10T09:01:35.893840
R01728,T00781,A0150,INITIATED_BY,2024-05-22T07:09:11.845824
R01729,T00781,M0003,PURCHASED_AT,2024-05-22T07:09:11.845824
R01730,T00782,A0107,INITIATED_BY,2024-05-11T01:28:02.319273
R01731,T00782,M0029,PURCHASED_AT,2024-05-11T01:28:02.319273
R01732,T00783,A0068,INITIATED_BY,2024-05-15T05:05:43.306516
R01733,T00783,M0011,PURCHASED_AT,2024-05-15T05:05:43.306516
R01734,T00784,A0028,INITIATED_BY,2024-01-22T02:51:01.306906
R01735,T00784,M0014,PURCHASED_AT,2024-01-22T02:51:01.306906
R01736,T00785,A0118,INITIATED_BY,2024-05-14T17:00:29.627214
R01737,T00785,M0023,PURCHASED_AT,2024-05-14T17:00:29.627214
R01738,T00786,A0093,INITIATED_BY,2024-03-12T11:52:04.801380
R01739,T00786,M0023,PURCHASED_AT,2024-03-12T11:52:04.801380
R01740,T00787,A0035,INITIATED_BY,2024-01-05T20:29:08.337138
R01741,T00787,M0001,PURCHASED_AT,2024-01-05T20:29:08.337138
R01742,T00788,A0062,INITIATED_BY,2024-05-19T07:40:07.175869
R01743,T00788,M0014,PURCHASED_AT,2024-05-19T07:40:07.175869
R01744,T00789,A0006,INITIATED_BY,2024-05-07T04:05:10.216308
R01745,T00789,M0004,PURCHASED_AT,2024-05-07T04:05:10.216308
R01746,T00790,A0116,INITIATED_BY,2024-05-30T03:08:02.804655
R01747,T00790,M0019,PURCHASED_AT,2024-05-30T03:08:02.804655
R01748,T00791,A0003,INITIATED_BY,2024-06-26T06:53:28.530246
R01749,T00791,M0004,PURCHASED_AT,2024-06-26T06:53:28.530246
R01750,T00792,A0142,INITIATED_BY,2024-04-02T22:01:02.114582
R01751,T00792,M0010,PURCHASED_AT,2024-04-02T22:01:02.114582
R01752,T00793,A0125,INITIATED_BY,2024-03-17T09:11:15.916240
R01753,T00793,M0008,PURCHASED_AT,2024-03-17T09:11:15.916240
R01754,T00794,A0069,INITIATED_BY,2024-01-22T03:59:26.075564
R01755,T00794,M0029,PURCHASED_AT,2024-01-22T03:59:26.075564
R01756,T00795,A0089,INITIATED_BY,2024-03-03T05:40:23.020698
R01757,T00795,M0015,PURCHASED_AT,2024-03-03T05:40:23.020698
R01758,T00796,A0087,INITIATED_BY,2024-04-28T21:49:34.121413
R01759,T00796,M0030,PURCHASED_AT,2024-04-28T21:49:34.121413
R01760,T00797,A0100,INITIATED_BY,2024-05-12T23:02:08.312506
R01761,T00797,M0014,PURCHASED_AT,2024-05-12T23:02:08.312506
R01762,T00798,A0042,INITIATED_BY,2024-01-16T14:25:03.371332
R01763,T00798,M0020,PURCHASED_AT,2024-01-16T14:25:03.371332
R01764,T00799,A0052,INITIATED_BY,2024-03-16T07:02:09.845755
R01765,T00799,M0006,PURCHASED_AT,2024-03-16T07:02:09.845755
R01766,T00800,A0054,INITIATED_BY,2024-01-29T16:58:55.705491
R01767,T00800,M0018,PURCHASED_AT,2024-01-29T16:58:55.705491
R01768,T00801,A0017,INITIATED_BY,2024-01-22T20:16:07.732463
R01769,T00801,M0011,PURCHASED_AT,2024-01-22T20:16:07.732463
R01770,T00802,A0088,INITIATED_BY,2024-06-07T20:47:17.099818
R01771,T00802,M0026,PURCHASED_AT,2024-06-07T20:47:17.099818
R01772,T00803,A0132,INITIATED_BY,2024-06-16T17:17:23.408451
R01773,T00803,M0020,PURCHASED_AT,2024-06-16T17:17:23.408451
R01774,T00804,A0029,INITIATED_BY,2024-06-04T08:50:05.676433
R01775,T00804,M0004,PURCHASED_AT,2024-06-04T08:50:05.676433
R01776,T00805,A0011,INITIATED_BY,2024-06-06T15:03:25.184596
R01777,T00805,M0017,PURCHASED_AT,2024-06-06T15:03:25.184596
R01778,T00806,A0075,INITIATED_BY,2024-05-12T14:12:19.540961
R01779,T00806,M0023,PURCHASED_AT,2024-05-12T14:12:19.540961
R01780,T00807,A0094,INITIATED_BY,2024-02-06T13:00:41.741489
R01781,T00807,M0011,PURCHASED_AT,2024-02-06T13:00:41.741489
R01782,T00808,A0002,INITIATED_BY,2024-02-21T21:40:40.998007
R01783,T00808,M0008,PURCHASED_AT,2024-02-21T21:40:40.998007
R01784,T00809,A0096,INITIATED_BY,2024-04-30T08:44:21.794460
R01785,T00809,M0023,PURCHASED_AT,2024-04-30T08:44:21.794460
R01786,T00810,A0136,INITIATED_BY,2024-03-18T14:48:23.230866
R01787,T00810,M0014,PURCHASED_AT,2024-03-18T14:48:23.230866
R01788,T00811,A0133,INITIATED_BY,2024-05-09T21:21:58.305901
R01789,T00811,M0026,PURCHASED_AT,2024-05-09T21:21:58.305901
R01790,T00812,A0022,INITIATED_BY,2024-04-26T02:31:38.054259
R01791,T00812,M0011,PURCHASED_AT,2024-04-26T02:31:38.054259
R01792,T00813,A0134,INITIATED_BY,2024-05-06T20:14:00.505302
R01793,T00813,M0010,PURCHASED_AT,2024-05-06T20:14:00.505302
R01794,T00814,A0081,INITIATED_BY,2024-06-11T22:30:20.947965
R01795,T00814,M0030,PURCHASED_AT,2024-06-11T22:30:20.947965
R01796,T00815,A0104,INITIATED_BY,2024-04-23T00:13:06.429492
R01797,T00815,M0015,PURCHASED_AT,2024-04-23T00:13:06.429492
R01798,T00816,A0089,INITIATED_BY,2024-05-20T08:20:20.592241
R01799,T00816,M0029,PURCHASED_AT,2024-05-20T08:20:20.592241
R01800,T00817,A0138,INITIATED_BY,2024-06-08T06:10:46.836037
R01801,T00817,M0011,PURCHASED_AT,2024-06-08T06:10:46.836037
R01802,T00818,A0073,INITIATED_BY,2024-04-04T08:40:58.793021
R01803,T00818,M0007,PURCHASED_AT,2024-04-04T08:40:58.793021
R01804,T00819,A0139,INITIATED_BY,2024-02-25T00:19:27.975961
R01805,T00819,M0019,PURCHASED_AT,2024-02-25T00:19:27.975961
R01806,T00820,A0029,INITIATED_BY,2024-04-23T11:38:33.102201
R01807,T00820,M0024,PURCHASED_AT,2024-04-23T11:38:33.102201
R01808,T00821,A0032,INITIATED_BY,2024-03-23T00:28:16.555581
R01809,T00821,M0015,PURCHASED_AT,2024-03-23T00:28:16.555581
R01810,T00822,A0149,INITIATED_BY,2024-02-12T07:47:30.579479
R01811,T00822,M0019,PURCHASED_AT,2024-02-12T07:47:30.579479
R01812,T00823,A0147,INITIATED_BY,2024-05-13T11:45:12.698321
R01813,T00823,M0022,PURCHASED_AT,2024-05-13T11:45:12.698321
R01814,T00824,A0150,INITIATED_BY,2024-01-18T17:39:32.907739
R01815,T00824,M0007,PURCHASED_AT,2024-01-18T17:39:32.907739
R01816,T00825,A0021,INITIATED_BY,2024-03-07T20:12:50.672360
R01817,T00825,M0003,PURCHASED_AT,2024-03-07T20:12:50.672360
R01818,T00826,A0144,INITIATED_BY,2024-06-29T08:50:49.750821
R01819,T00826,M0017,PURCHASED_AT,2024-06-29T08:50:49.750821
R01820,T00827,A0107,INITIATED_BY,2024-03-28T17:48:59.631162
R01821,T00827,M0027,PURCHASED_AT,2024-03-28T17:48:59.631162
R01822,T00828,A0132,INITIATED_BY,2024-03-23T10:23:53.634932
R01823,T00828,M0028,PURCHASED_AT,2024-03-23T10:23:53.634932
R01824,T00829,A0144,INITIATED_BY,2024-03-07T21:28:53.160739
R01825,T00829,M0012,PURCHASED_AT,2024-03-07T21:28:53.160739
R01826,T00830,A0040,INITIATED_BY,2024-05-23T04:59:19.958820
R01827,T00830,M0004,PURCHASED_AT,2024-05-23T04:59:19.958820
R01828,T00831,A0108,INITIATED_BY,2024-02-21T07:26:49.598149
R01829,T00831,M0002,PURCHASED_AT,2024-02-21T07:26:49.598149
R01830,T00832,A0126,INITIATED_BY,2024-06-06T13:07:58.339633
R01831,T00832,M0001,PURCHASED_AT,2024-06-06T13:07:58.339633
R01832,T00833,A0080,INITIATED_BY,2024-03-09T07:00:56.370603
R01833,T00833,M0019,PURCHASED_AT,2024-03-09T07:00:56.370603
R01834,T00834,A0036,INITIATED_BY,2024-04-30T18:24:24.896360
R01835,T00834,M0017,PURCHASED_AT,2024-04-30T18:24:24.896360
R01836,T00835,A0084,INITIATED_BY,2024-03-15T03:25:31.630454
R01837,T00835,M0003,PURCHASED_AT,2024-03-15T03:25:31.630454
R01838,T00836,A0087,INITIATED_BY,2024-01-17T00:34:25.851591
R01839,T00836,M0018,PURCHASED_AT,2024-01-17T00:34:25.851591
R01840,T00837,A0147,INITIATED_BY,2024-04-11T13:10:36.042378
R01841,T00837,M0021,PURCHASED_AT,2024-04-11T13:10:36.042378
R01842,T00838,A0022,INITIATED_BY,2024-05-17T03:04:48.985643
R01843,T00838,M0007,PURCHASED_AT,2024-05-17T03:04:48.985643
R01844,T00839,A0122,INITIATED_BY,2024-06-09T15:58:36.912181
R01845,T00839,M0017,PURCHASED_AT,2024-06-09T15:58:36.912181
R01846,T00840,A0137,INITIATED_BY,2024-03-29T22:57:31.995718
R01847,T00840,M0020,PURCHASED_AT,2024-03-29T22:57:31.995718
R01848,T00841,A0047,INITIATED_BY,2024-03-10T03:27:20.562125
R01849,T00841,M0014,PURCHASED_AT,2024-03-10T03:27:20.562125
R01850,T00842,A0026,INITIATED_BY,2024-02-16T06:07:43.888734
R01851,T00842,M0018,PURCHASED_AT,2024-02-16T06:07:43.888734
R01852,T00843,A0105,INITIATED_BY,2024-02-28T21:03:46.023216
R01853,T00843,M0022,PURCHASED_AT,2024-02-28T21:03:46.023216
R01854,T00844,A0077,INITIATED_BY,2024-06-19T10:12:45.813903
R01855,T00844,M0013,PURCHASED_AT,2024-06-19T10:12:45.813903
R01856,T00845,A0062,INITIATED_BY,2024-04-02T01:27:02.924755
R01857,T00845,M0025,PURCHASED_AT,2024-04-02T01:27:02.924755
R01858,T00846,A0030,INITIATED_BY,2024-03-14T16:20:24.568221
R01859,T00846,M0009,PURCHASED_AT,2024-03-14T16:20:24.568221
R01860,T00847,A0060,INITIATED_BY,2024-06-23T09:20:02.558175
R01861,T00847,M0030,PURCHASED_AT,2024-06-23T09:20:02.558175
R01862,T00848,A0143,INITIATED_BY,2024-03-14T14:54:15.417502
R01863,T00848,M0021,PURCHASED_AT,2024-03-14T14:54:15.417502
R01864,T00849,A0129,INITIATED_BY,2024-04-07T19:40:13.058572
R01865,T00849,M0007,PURCHASED_AT,2024-04-07T19:40:13.058572
R01866,T00850,A0138,INITIATED_BY,2024-01-08T13:32:41.260960
R01867,T00850,M0014,PURCHASED_AT,2024-01-08T13:32:41.260960
R01868,T00851,A0075,INITIATED_BY,2024-04-18T05:08:15.045068
R01869,T00851,M0021,PURCHASED_AT,2024-04-18T05:08:15.045068
R01870,T00852,A0055,INITIATED_BY,2024-01-30T05:11:32.746434
R01871,T00852,M0019,PURCHASED_AT,2024-01-30T05:11:32.746434
R01872,T00853,A0077,INITIATED_BY,2024-01-26T06:38:26.755696
R01873,T00853,M0003,PURCHASED_AT,2024-01-26T06:38:26.755696
R01874,T00854,A0111,INITIATED_BY,2024-03-03T00:24:27.192342
R01875,T00854,M0007,PURCHASED_AT,2024-03-03T00:24:27.192342
R01876,T00855,A0116,INITIATED_BY,2024-04-18T12:17:14.534530
R01877,T00855,M0009,PURCHASED_AT,2024-04-18T12:17:14.534530
R01878,T00856,A0035,INITIATED_BY,2024-01-01T18:35:20.586952
R01879,T00856,M0021,PURCHASED_AT,2024-01-01T18:35:20.586952
R01880,T00857,A0106,INITIATED_BY,2024-05-22T12:03:14.186152
R01881,T00857,M0018,PURCHASED_AT,2024-05-22T12:03:14.186152
R01882,T00858,A0114,INITIATED_BY,2024-03-11T00:02:47.380832
R01883,T00858,M0022,PURCHASED_AT,2024-03-11T00:02:47.380832
R01884,T00859,A0095,INITIATED_BY,2024-05-03T04:19:41.180117
R01885,T00859,M0030,PURCHASED_AT,2024-05-03T04:19:41.180117
R01886,T00860,A0078,INITIATED_BY,2024-03-30T09:06:17.529768
R01887,T00860,M0026,PURCHASED_AT,2024-03-30T09:06:17.529768
R01888,T00861,A0127,INITIATED_BY,2024-01-02T06:59:46.241657
R01889,T00861,M0029,PURCHASED_AT,2024-01-02T06:59:46.241657
R01890,T00862,A0072,INITIATED_BY,2024-02-05T01:44:16.788388
R01891,T00862,M0019,PURCHASED_AT,2024-02-05T01:44:16.788388
R01892,T00863,A0145,INITIATED_BY,2024-04-13T03:39:35.621050
R01893,T00863,M0006,PURCHASED_AT,2024-04-13T03:39:35.621050
R01894,T00864,A0071,INITIATED_BY,2024-06-08T20:11:41.317295
R01895,T00864,M0007,PURCHASED_AT,2024-06-08T20:11:41.317295
R01896,T00865,A0014,INITIATED_BY,2024-06-29T02:44:33.123608
R01897,T00865,M0028,PURCHASED_AT,2024-06-29T02:44:33.123608
R01898,T00866,A0133,INITIATED_BY,2024-01-08T20:48:37.968515
R01899,T00866,M0015,PURCHASED_AT,2024-01-08T20:48:37.968515
R01900,T00867,A0108,INITIATED_BY,2024-02-05T05:22:39.928839
R01901,T00867,M0018,PURCHASED_AT,2024-02-05T05:22:39.928839
R01902,T00868,A0007,INITIATED_BY,2024-06-22T08:34:39.237361
R01903,T00868,M0024,PURCHASED_AT,2024-06-22T08:34:39.237361
R01904,T00869,A0085,INITIATED_BY,2024-01-05T08:21:29.568918
R01905,T00869,M0010,PURCHASED_AT,2024-01-05T08:21:29.568918
R01906,T00870,A0064,INITIATED_BY,2024-05-30T16:27:21.868234
R01907,T00870,M0004,PURCHASED_AT,2024-05-30T16:27:21.868234
R01908,T00871,A0061,INITIATED_BY,2024-05-18T07:14:39.084338
R01909,T00871,M0003,PURCHASED_AT,2024-05-18T07:14:39.084338
R01910,T00872,A0022,INITIATED_BY,2024-06-10T02:31:25.505454
R01911,T00872,M0002,PURCHASED_AT,2024-06-10T02:31:25.505454
R01912,T00873,A0016,INITIATED_BY,2024-01-19T10:20:20.455295
R01913,T00873,M0030,PURCHASED_AT,2024-01-19T10:20:20.455295
R01914,T00874,A0076,INITIATED_BY,2024-05-16T02:31:43.773214
R01915,T00874,M0028,PURCHASED_AT,2024-05-16T02:31:43.773214
R01916,T00875,A0003,INITIATED_BY,2024-06-08T06:27:05.038385
R01917,T00875,M0015,PURCHASED_AT,2024-06-08T06:27:05.038385
R01918,T00876,A0007,INITIATED_BY,2024-01-20T13:10:50.255176
R01919,T00876,M0015,PURCHASED_AT,2024-01-20T13:10:50.255176
R01920,T00877,A0018,INITIATED_BY,2024-04-13T18:02:00.617525
R01921,T00877,M0019,PURCHASED_AT,2024-04-13T18:02:00.617525
R01922,T00878,A0108,INITIATED_BY,2024-02-14T00:15:15.709968
R01923,T00878,M0016,PURCHASED_AT,2024-02-14T00:15:15.709968
R01924,T00879,A0080,INITIATED_BY,2024-05-16T12:59:56.654160
R01925,T00879,M0019,PURCHASED_AT,2024-05-16T12:59:56.654160
R01926,T00880,A0139,INITIATED_BY,2024-04-19T04:51:47.891721
R01927,T00880,M0025,PURCHASED_AT,2024-04-19T04:51:47.891721
R01928,T00881,A0003,INITIATED_BY,2024-01-11T08:59:16.277182
R01929,T00881,M0017,PURCHASED_AT,2024-01-11T08:59:16.277182
R01930,T00882,A0144,INITIATED_BY,2024-06-25T17:57:46.058593
R01931,T00882,M0028,PURCHASED_AT,2024-06-25T17:57:46.058593
R01932,T00883,A0088,INITIATED_BY,2024-06-26T17:28:28.643918
R01933,T00883,M0007,PURCHASED_AT,2024-06-26T17:28:28.643918
R01934,T00884,A0149,INITIATED_BY,2024-03-23T05:29:17.866085
R01935,T00884,M0019,PURCHASED_AT,2024-03-23T05:29:17.866085
R01936,T00885,A0001,INITIATED_BY,2024-04-22T22:18:30.802903
R01937,T00885,M0021,PURCHASED_AT,2024-04-22T22:18:30.802903
R01938,T00886,A0085,INITIATED_BY,2024-02-03T08:21:29.379837
R01939,T00886,M0026,PURCHASED_AT,2024-02-03T08:21:29.379837
R01940,T00887,A0019,INITIATED_BY,2024-04-16T00:13:18.079405
R01941,T00887,M0012,PURCHASED_AT,2024-04-16T00:13:18.079405
R01942,T00888,A0008,INITIATED_BY,2024-06-09T06:06:01.458621
R01943,T00888,M0007,PURCHASED_AT,2024-06-09T06:06:01.458621
R01944,T00889,A0142,INITIATED_BY,2024-01-21T02:02:57.758734
R01945,T00889,M0008,PURCHASED_AT,2024-01-21T02:02:57.758734
R01946,T00890,A0062,INITIATED_BY,2024-06-19T08:24:23.999917
R01947,T00890,M0012,PURCHASED_AT,2024-06-19T08:24:23.999917
R01948,T00891,A0017,INITIATED_BY,2024-03-09T10:52:52.966798
R01949,T00891,M0004,PURCHASED_AT,2024-03-09T10:52:52.966798
R01950,T00892,A0110,INITIATED_BY,2024-04-06T22:04:28.121282
R01951,T00892,M0021,PURCHASED_AT,2024-04-06T22:04:28.121282
R01952,T00893,A0014,INITIATED_BY,2024-01-15T17:38:06.204688
R01953,T00893,M0021,PURCHASED_AT,2024-01-15T17:38:06.204688
R01954,T00894,A0017,INITIATED_BY,2024-04-26T18:11:27.150378
R01955,T00894,M0006,PURCHASED_AT,2024-04-26T18:11:27.150378
R01956,T00895,A0133,INITIATED_BY,2024-04-05T02:39:58.734953
R01957,T00895,M0015,PURCHASED_AT,2024-04-05T02:39:58.734953
R01958,T00896,A0127,INITIATED_BY,2024-06-15T17:37:43.002128
R01959,T00896,M0016,PURCHASED_AT,2024-06-15T17:37:43.002128
R01960,T00897,A0054,INITIATED_BY,2024-02-12T10:10:00.001139
R01961,T00897,M0008,PURCHASED_AT,2024-02-12T10:10:00.001139
R01962,T00898,A0097,INITIATED_BY,2024-05-16T01:02:57.244583
R01963,T00898,M0019,PURCHASED_AT,2024-05-16T01:02:57.244583
R01964,T00899,A0091,INITIATED_BY,2024-04-22T10:10:14.020440
R01965,T00899,M0008,PURCHASED_AT,2024-04-22T10:10:14.020440
R01966,T00900,A0111,INITIATED_BY,2024-02-19T09:59:47.611977
R01967,T00900,M0014,PURCHASED_AT,2024-02-19T09:59:47.611977
R01968,T00901,A0060,INITIATED_BY,2024-01-15T22:01:33.642767
R01969,T00901,M0009,PURCHASED_AT,2024-01-15T22:01:33.642767
R01970,T00902,A0021,INITIATED_BY,2024-01-22T11:08:44.731652
R01971,T00902,M0026,PURCHASED_AT,2024-01-22T11:08:44.731652
R01972,T00903,A0052,INITIATED_BY,2024-02-24T18:59:47.369081
R01973,T00903,M0011,PURCHASED_AT,2024-02-24T18:59:47.369081
R01974,T00904,A0036,INITIATED_BY,2024-06-14T03:23:22.959208
R01975,T00904,M0028,PURCHASED_AT,2024-06-14T03:23:22.959208
R01976,T00905,A0073,INITIATED_BY,2024-02-07T23:41:49.527459
R01977,T00905,M0027,PURCHASED_AT,2024-02-07T23:41:49.527459
R01978,T00906,A0142,INITIATED_BY,2024-03-02T15:49:30.652702
R01979,T00906,M0025,PURCHASED_AT,2024-03-02T15:49:30.652702
R01980,T00907,A0049,INITIATED_BY,2024-02-07T22:26:10.209189
R01981,T00907,M0014,PURCHASED_AT,2024-02-07T22:26:10.209189
R01982,T00908,A0008,INITIATED_BY,2024-03-31T11:07:55.623904
R01983,T00908,M0012,PURCHASED_AT,2024-03-31T11:07:55.623904
R01984,T00909,A0108,INITIATED_BY,2024-05-20T22:25:37.018837
R01985,T00909,M0014,PURCHASED_AT,2024-05-20T22:25:37.018837
R01986,T00910,A0006,INITIATED_BY,2024-04-19T03:26:38.768485
R01987,T00910,M0019,PURCHASED_AT,2024-04-19T03:26:38.768485
R01988,T00911,A0101,INITIATED_BY,2024-04-06T17:49:37.498090
R01989,T00911,M0013,PURCHASED_AT,2024-04-06T17:49:37.498090
R01990,T00912,A0085,INITIATED_BY,2024-05-02T03:42:09.995419
R01991,T00912,M0019,PURCHASED_AT,2024-05-02T03:42:09.995419
R01992,T00913,A0126,INITIATED_BY,2024-02-12T04:19:23.759437
R01993,T00913,M0001,PURCHASED_AT,2024-02-12T04:19:23.759437
R01994,T00914,A0015,INITIATED_BY,2024-06-04T14:34:07.381216
R01995,T00914,M0012,PURCHASED_AT,2024-06-04T14:34:07.381216
R01996,T00915,A0029,INITIATED_BY,2024-01-13T10:42:23.154550
R01997,T00915,M0005,PURCHASED_AT,2024-01-13T10:42:23.154550
R01998,T00916,A0053,INITIATED_BY,2024-03-26T22:26:39.931716
R01999,T00916,M0010,PURCHASED_AT,2024-03-26T22:26:39.931716
R02000,T00917,A0080,INITIATED_BY,2024-03-24T01:42:24.350245
R02001,T00917,M0019,PURCHASED_AT,2024-03-24T01:42:24.350245
R02002,T00918,A0037,INITIATED_BY,2024-05-26T04:03:57.514765
R02003,T00918,M0015,PURCHASED_AT,2024-05-26T04:03:57.514765
